fileNumber,reportDate,crimeType,neighborhoodName,location,latitude,longitude
2019-01728,2019-03-16T09:29:00Z,Forgery,Riverside,"100 BANKS ST, Cambridge, MA",42.368163,-71.114475
2019-03162,2019-05-12T11:36:00Z,Larceny from MV,Mid-Cambridge,"200 HAMPSHIRE ST, Cambridge, MA",42.372981,-71.100195
2019-03164,2019-05-12T15:23:00Z,Mal. Dest. Property,Area 4,"600 MAIN ST, Cambridge, MA",42.362634,-71.09194
2019-03177,2019-05-13T02:20:00Z,Simple Assault,Riverside,"100 Mount Auburn St, Cambridge, MA",42.372623,-71.120847
2019-03190,2019-05-13T11:28:00Z,Simple Assault,Cambridgeport,"200 ERIE ST, Cambridge, MA",42.360161,-71.108266
2019-02840,2019-04-29T12:15:00Z,Hit and Run,Peabody,"GARDEN ST & MASSACHUSETTS AVE, Cambridge, MA",45.959352,-66.700493
2019-02852,2019-04-29T17:43:00Z,Forgery,Riverside,"0 JFK ST, Cambridge, MA",42.373054,-71.119486
2019-02877,2019-04-30T14:11:00Z,Indecent Exposure,Mid-Cambridge,"400 BROADWAY, Cambridge, MA",42.37184,-71.10741
2019-02884,2019-04-30T19:29:00Z,Missing Person,East Cambridge,"100 Third St, Cambridge, MA",42.369645,-71.079955
2018-06866,2018-09-27T13:52:00Z,Flim Flam,North Cambridge,"2000 MASSACHUSETTS AVE, Cambridge, MA",42.390255,-71.12149
2018-06867,2018-09-27T13:54:00Z,Hit and Run,North Cambridge,"0 COGSWELL AVE, Cambridge, MA",42.391345,-71.124135
2018-06869,2018-09-27T18:10:00Z,Larceny of Bicycle,East Cambridge,"0 LEIGHTON ST, Cambridge, MA",42.369909,-71.074178
2018-06875,2018-09-28T06:50:00Z,Mal. Dest. Property,West Cambridge,"500 Concord Ave, Cambridge, MA",42.386806,-71.141632
2018-06885,2018-09-28T13:56:00Z,Flim Flam,Riverside,"500 GREEN ST, Cambridge, MA",42.367202,-71.108934
2018-06887,2018-09-28T15:02:00Z,Forgery,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2018-06891,2018-09-28T18:06:00Z,Hit and Run,East Cambridge,"0 EDUCATION ST, Cambridge, MA",42.369781,-71.070962
2018-06898,2018-09-28T22:49:00Z,Simple Assault,Inman/Harrington,"1000 CAMBRIDGE ST, Cambridge, MA",42.372661,-71.09358
2018-06907,2018-09-29T11:13:00Z,Larceny of Bicycle,Peabody,"0 Buena Vista Park, Cambridge, MA",42.387619,-71.123969
2018-06912,2018-09-29T13:44:00Z,Larceny from Building,Riverside,"300 FRANKLIN ST, Cambridge, MA",42.364913,-71.106252
2018-06919,2018-09-29T19:21:00Z,Simple Assault,Peabody,"100 Sherman St, Cambridge, MA",42.389049,-71.132445
2018-06928,2018-09-30T09:19:00Z,Accident,North Cambridge,"2500 MASSACHUSETTS AVE, Cambridge, MA",42.398957,-71.132531
2018-06932,2018-09-30T13:47:00Z,Larceny from Residence,North Cambridge,"100 CHURCHILL AVE, Cambridge, MA",42.400696,-71.131913
2018-06951,2018-10-01T01:27:00Z,Larceny of Services,Peabody,"500 CONCORD AVE, Cambridge, MA",42.386806,-71.141632
2018-06965,2018-10-01T14:03:00Z,Forgery,Area 4,"200 BROADWAY, Cambridge, MA",42.36589,-71.092986
2018-06968,2018-10-01T14:17:00Z,Shoplifting,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2018-06969,2018-10-01T14:24:00Z,Flim Flam,Peabody,"100 WASHINGTON AVE, Cambridge, MA",42.38632,-71.123498
2018-06970,2018-10-01T13:19:00Z,Larceny from Residence,Riverside,"300 FRANKLIN ST, Cambridge, MA",42.364913,-71.106252
2018-06973,2018-10-01T16:17:00Z,Shoplifting,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2018-06976,2018-10-01T17:36:00Z,Hit and Run,Area 4,"WASHINGTON ST & Suffolk St, Cambridge, MA",43.969013,-78.739523
2018-06981,2018-10-01T19:17:00Z,Larceny of Bicycle,Riverside,"300 FRANKLIN ST, Cambridge, MA",42.364913,-71.106252
2018-09036,2018-12-20T11:10:00Z,Larceny from Residence,Area 4,"300 WINDSOR ST, Cambridge, MA",42.367938,-71.094882
2018-09041,2018-12-20T11:36:00Z,Forgery,Inman/Harrington,"1300 Cambridge St, Cambridge, MA",42.37335,-71.099227
2018-09053,2018-12-20T20:09:00Z,Larceny of Bicycle,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2018-09054,2018-12-20T18:48:00Z,Larceny of Bicycle,East Cambridge,"300 THIRD ST, Cambridge, MA",42.36531,-71.081917
2019-00111,2019-01-06T08:09:00Z,Larceny from MV,Riverside,"HANCOCK ST & Kinnaird St, Cambridge, MA",44.026417,-79.425277
2019-00114,2019-01-06T12:45:00Z,Auto Theft,North Cambridge,"0 CHURCHILL AVE, Cambridge, MA",42.400015,-71.132786
2019-00115,2019-01-06T14:25:00Z,Housebreak,Inman/Harrington,"0 CLARY ST, Cambridge, MA",42.373836,-71.098254
2019-00119,2019-01-06T18:10:00Z,Housebreak,Mid-Cambridge,"1500 CAMBRIDGE ST, Cambridge, MA",42.374023,-71.104673
2019-00120,2019-01-06T18:22:00Z,Threats,East Cambridge,"200 MONSIGNOR OBRIEN HWY, Cambridge, MA",42.372146,-71.079356
2019-00124,2019-01-07T06:40:00Z,Forgery,MIT,"100 AMES ST, Cambridge, MA",42.363592,-71.087362
2019-00134,2019-01-07T14:17:00Z,Larceny of Bicycle,East Cambridge,"400 THIRD ST, Cambridge, MA",42.362912,-71.083895
2019-00143,2019-01-07T17:08:00Z,Auto Theft,MIT,"0 Cambridge Ctr, Cambridge, MA",42.36388,-71.088105
2019-02202,2019-04-04T18:00:00Z,Hit and Run,East Cambridge,"100 SEVENTH ST, Cambridge, MA",42.370329,-71.08566
2019-02213,2019-04-05T10:31:00Z,Missing Person,East Cambridge,"100 SIXTH ST, Cambridge, MA",42.368217,-71.085398
2019-02246,2019-04-06T08:15:00Z,Shoplifting,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2019-01748,2019-03-17T13:07:00Z,Threats,East Cambridge,"200 OTIS ST, Cambridge, MA",42.371158,-71.08742
2019-01754,2019-03-17T19:53:00Z,Shoplifting,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2019-01758,2019-03-18T07:38:00Z,Trespassing,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2019-01768,2019-03-18T12:59:00Z,Warrant Arrest,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2019-01769,2019-03-18T13:11:00Z,Drinking in Public,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2019-01793,2019-03-18T21:42:00Z,Auto Theft,Cambridgeport,"500 MASSACHUSETTS AVE, Cambridge, MA",42.363967,-71.101705
2019-01799,2019-03-19T07:46:00Z,Mal. Dest. Property,North Cambridge,"0 JACKSON PL, Cambridge, MA",42.393103,-71.134848
2019-01806,2019-03-19T15:35:00Z,Forgery,North Cambridge,"200 HARVEY ST, Cambridge, MA",42.397336,-71.136376
2019-01816,2019-03-19T22:07:00Z,Shoplifting,Highlands,"200 Alewife Brook Pky, Cambridge, MA",42.389009,-71.141623
2019-01823,2019-03-20T09:27:00Z,Auto Theft,North Cambridge,"0 MONTGOMERY ST, Cambridge, MA",42.393946,-71.133325
2019-01852,2019-03-21T08:02:00Z,Larceny from Person,West Cambridge,"300 Mount Auburn St, Cambridge, MA",42.373903,-71.134238
2019-01865,2019-03-21T17:11:00Z,Phone Calls,Highlands,"700 CONCORD AVE, Cambridge, MA",42.390031,-71.151462
2019-01869,2019-03-21T18:51:00Z,Flim Flam,East Cambridge,"300 CHARLES ST, Cambridge, MA",42.368157,-71.086514
2019-01870,2019-03-21T18:14:00Z,Larceny from Person,Cambridgeport,"500 Massachusetts Ave, Cambridge, MA",42.363967,-71.101705
2019-01877,2019-03-21T22:48:00Z,Drugs,Cambridgeport,"600 Massachusetts Ave, Cambridge, MA",42.364679,-71.103382
2019-01886,2019-03-22T10:35:00Z,Flim Flam,Mid-Cambridge,"400 HARVARD ST, Cambridge, MA",42.371592,-71.114193
2019-01923,2019-03-23T21:02:00Z,Violation of H.O.,East Cambridge,"100 FULKERSON ST, Cambridge, MA",42.369369,-71.087316
2019-01926,2019-03-23T22:28:00Z,Larceny from MV,Cambridgeport,"300 GREEN ST, Cambridge, MA",42.364994,-71.104952
2019-01934,2019-03-24T14:33:00Z,Shoplifting,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2019-01935,2019-03-24T14:44:00Z,Larceny from MV,Peabody,"100 WALDEN ST, Cambridge, MA",42.387704,-71.125947
2019-01961,2019-03-25T14:32:00Z,Mal. Dest. Property,Cambridgeport,"400 MASSACHUSETTS AVE, Cambridge, MA",42.363043,-71.100514
2019-01972,2019-03-25T17:47:00Z,Admin Error,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2019-01975,2019-03-25T19:07:00Z,Shoplifting,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2019-01977,2019-03-25T19:46:00Z,Hit and Run,Peabody,"0 WHITTIER ST, Cambridge, MA",42.387038,-71.126653
2019-01998,2019-03-26T21:31:00Z,Accident,Cambridgeport,"MAGAZINE ST & MASSACHUSETTS AVE, Cambridge, MA",45.277351,-66.072465
2019-02003,2019-03-26T23:29:00Z,Admin Error,West Cambridge,"0 LANGDON ST, Cambridge, MA",42.380514,-71.120366
2019-02009,2019-03-27T07:41:00Z,Mal. Dest. Property,North Cambridge,"0 JACKSON PL, Cambridge, MA",42.393103,-71.134848
2019-02013,2019-03-27T10:52:00Z,Threats,East Cambridge,"100 SIXTH ST, Cambridge, MA",42.368217,-71.085398
2019-02052,2019-03-28T19:03:00Z,Hit and Run,Cambridgeport,"MASSACHUSETTS AVE & SIDNEY ST, Cambridge, MA",44.663074,-63.611624
2019-02057,2019-03-29T08:01:00Z,Warrant Arrest,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2019-02066,2019-03-29T15:55:00Z,Aggravated Assault,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2019-02211,2019-04-05T07:28:00Z,Hit and Run,Peabody,"0 HUBBARD AVE, Cambridge, MA",42.388381,-71.126929
2019-02216,2019-04-05T12:39:00Z,Harassment,Mid-Cambridge,"0 TEMPLE ST, Cambridge, MA",42.366219,-71.104109
2019-02239,2019-04-06T00:07:00Z,Larceny of Bicycle,West Cambridge,"1400 MASSACHUSETTS AVE, Cambridge, MA",42.373725,-71.119656
2019-02258,2019-04-06T17:20:00Z,Shoplifting,West Cambridge,"100 CHURCH ST, Cambridge, MA",42.373937,-71.120969
2019-02272,2019-04-06T23:15:00Z,Simple Assault,West Cambridge,"0 BRATTLE ST, Cambridge, MA",42.373206,-71.119651
2019-02282,2019-04-07T13:40:00Z,Aggravated Assault,Cambridgeport,"200 RIVER ST, Cambridge, MA",42.363032,-71.110582
2019-02283,2019-04-07T13:56:00Z,Larceny from Person,West Cambridge,"100 CHURCH ST, Cambridge, MA",42.373937,-71.120969
2019-02285,2019-04-07T14:27:00Z,Flim Flam,Peabody,"200 WALDEN ST, Cambridge, MA",42.386646,-71.129129
2019-02295,2019-04-07T21:12:00Z,Aggravated Assault,West Cambridge,"1400 MASSACHUSETTS AVE, Cambridge, MA",42.373725,-71.119656
2019-02299,2019-04-07T23:28:00Z,Larceny of Bicycle,West Cambridge,"0 BRATTLE ST, Cambridge, MA",42.373206,-71.119651
2019-02309,2019-04-08T22:05:00Z,Noise Complaint,West Cambridge,"100 CHURCH ST, Cambridge, MA",42.373937,-71.120969
2019-02314,2019-04-09T09:12:00Z,Shoplifting,North Cambridge,"800 SOMERVILLE AVE, Cambridge, MA",42.38752,-71.117697
2019-02327,2019-04-09T17:05:00Z,Forgery,North Cambridge,"100 CAMBRIDGEPARK DR, Cambridge, MA",42.394295,-71.144999
2019-02336,2019-04-10T14:15:00Z,Larceny from Building,West Cambridge,"300 Mount Auburn St, Cambridge, MA",42.373903,-71.134238
2019-02338,2019-04-10T14:00:00Z,Larceny from Building,West Cambridge,"0 Brattle Sq, Cambridge, MA",42.373206,-71.119651
2019-02339,2019-04-10T15:29:00Z,Larceny from Person,North Cambridge,"Alewife Brook Pky & Cambridgepark Dr, Cambridge, MA",42.397122,-71.141129
2019-02345,2019-04-10T16:58:00Z,Simple Assault,North Cambridge,"Alewife Brook Pky & Cambridgepark Dr, Cambridge, MA",42.397122,-71.141129
2019-02346,2019-04-10T17:24:00Z,Flim Flam,Cambridgeport,"100 MAGAZINE ST, Cambridge, MA",42.360252,-71.109618
2019-02350,2019-04-10T20:22:00Z,Drugs,Mid-Cambridge,"INMAN ST & MASSACHUSETTS AVE, Cambridge, MA",37.684753,-121.761515
2019-02361,2019-04-11T08:50:00Z,Accident,Area 4,"100 HAMPSHIRE ST, Cambridge, MA",42.369033,-71.095397
2019-02367,2019-04-11T14:58:00Z,Hit and Run,West Cambridge,"ELIOT ST & Brattle St, Cambridge, MA",45.542783,-75.296407
2019-02380,2019-04-11T23:38:00Z,Missing Person,Mid-Cambridge,"300 HARVARD ST, Cambridge, MA",42.369562,-71.105928
2019-02384,2019-04-12T08:52:00Z,Hit and Run,Cambridgeport,"PLEASANT ST & ROCKWELL ST, Cambridge, MA",44.64088,-63.533618
2019-01531,2019-03-07T09:58:00Z,Larceny from MV,North Cambridge,"0 SHEA RD, Cambridge, MA",42.396427,-71.128124
2019-01537,2019-03-07T18:46:00Z,Hit and Run,Area 4,"0 COLUMBIA ST, Cambridge, MA",42.363559,-71.099632
2019-01541,2019-03-07T22:25:00Z,Simple Assault,West Cambridge,"BRATTLE ST & MASSACHUSETTS AVE, Cambridge, MA",42.375298,-71.145481
2019-01566,2019-03-09T10:04:00Z,Larceny from Building,West Cambridge,"1400 MASSACHUSETTS AVE, Cambridge, MA",42.373725,-71.119656
2019-01567,2019-03-09T10:34:00Z,Hit and Run,Area 4,"NORFOLK ST & WORCESTER ST, Cambridge, MA",43.648892,-79.435953
2019-01591,2019-03-10T21:22:00Z,Threats,Strawberry Hill,"700 Mount Auburn St, Cambridge, MA",42.372799,-71.155503
2019-01597,2019-03-11T11:19:00Z,Admin Error,West Cambridge,"100 BRATTLE ST, Cambridge, MA",42.37489,-71.127481
2019-01600,2019-03-11T12:59:00Z,Flim Flam,West Cambridge,"100 FAYERWEATHER ST, Cambridge, MA",42.38239,-71.136889
2019-01601,2019-03-11T13:58:00Z,Hit and Run,Strawberry Hill,"CUSHING ST & LOCUST ST, Cambridge, MA",45.252722,-66.085354
2019-01604,2019-03-11T13:45:00Z,Drugs,MIT,"600 MEMORIAL DR, Cambridge, MA",42.353949,-71.106619
2019-01608,2019-03-11T16:33:00Z,Flim Flam,North Cambridge,"100 MADISON AVE, Cambridge, MA",42.399473,-71.136309
2019-00152,2019-01-08T09:01:00Z,Larceny from MV,North Cambridge,"0 MIDDLESEX ST, Cambridge, MA",42.393004,-71.130736
2019-00154,2019-01-08T11:29:00Z,Auto Theft,MIT,"0 Cambridge Ctr, Cambridge, MA",42.36388,-71.088105
2019-00159,2019-01-08T14:30:00Z,Hit and Run,Area 4,"200 BROADWAY, Cambridge, MA",42.36589,-71.092986
2019-00163,2019-01-08T15:25:00Z,Larceny from Residence,Riverside,"0 Howard St, Cambridge, MA",42.364037,-71.110451
2019-00167,2019-01-08T18:13:00Z,Larceny from Residence,Peabody,"0 BIRCH ST, Cambridge, MA",42.386735,-71.139058
2019-00168,2019-01-08T16:18:00Z,Suspicious Package,East Cambridge,"0 BROADWAY, Cambridge, MA",42.361989,-71.083618
2019-00176,2019-01-09T08:11:00Z,Larceny from MV,Peabody,"0 SHERMAN ST, Cambridge, MA",42.384329,-71.129418
2019-00178,2019-01-09T09:44:00Z,Larceny from Building,East Cambridge,"0 NORTH POINT BLVD, Cambridge, MA",42.370973,-71.071582
2019-00185,2019-01-09T12:46:00Z,Flim Flam,East Cambridge,"0 MUSEUM WAY, Cambridge, MA",42.370227,-71.07127
2019-00192,2019-01-09T16:26:00Z,Auto Theft,MIT,"100 BROADWAY, Cambridge, MA",42.361164,-71.082192
2019-00210,2019-01-10T11:23:00Z,Forgery,Cambridgeport,"100 LANDSDOWNE ST, Cambridge, MA",42.359883,-71.101002
2019-00211,2019-01-10T15:20:00Z,Flim Flam,Agassiz,"0 PRENTISS ST, Cambridge, MA",42.384209,-71.118531
2019-00225,2019-01-11T10:20:00Z,Admin Error,Area 4,"100 HARVARD ST, Cambridge, MA",42.364715,-71.092979
2019-00231,2019-01-11T16:14:00Z,Larceny from Residence,Mid-Cambridge,"400 BROADWAY, Cambridge, MA",42.37184,-71.10741
2019-00232,2019-01-11T17:13:00Z,Admin Error,Inman/Harrington,"CAMBRIDGE ST & WINDSOR ST, Cambridge, MA",44.786488,-79.922467
2019-00233,2019-01-11T17:43:00Z,Mal. Dest. Property,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2019-00235,2019-01-11T17:08:00Z,Aggravated Assault,Riverside,"100 HOWARD ST, Cambridge, MA",42.366926,-71.110985
2019-00238,2019-01-11T18:23:00Z,Admin Error,Inman/Harrington,"300 Kendall Sq, Cambridge, MA",42.367583,-71.091252
2019-00240,2019-01-11T19:10:00Z,Admin Error,West Cambridge,"200 BRATTLE ST, Cambridge, MA",42.375997,-71.138844
2019-00268,2019-01-13T02:34:00Z,Simple Assault,Inman/Harrington,"100 TREMONT ST, Cambridge, MA",42.373178,-71.096895
2019-00271,2019-01-13T11:31:00Z,Larceny from MV,Inman/Harrington,"1000 CAMBRIDGE ST, Cambridge, MA",42.372661,-71.09358
2019-00279,2019-01-13T17:24:00Z,Mal. Dest. Property,Inman/Harrington,"1000 CAMBRIDGE ST, Cambridge, MA",42.372661,-71.09358
2019-00280,2019-01-13T17:18:00Z,Larceny from Residence,Peabody,"100 RAYMOND ST, Cambridge, MA",42.385945,-71.126931
2019-00294,2019-01-14T13:20:00Z,Stalking,East Cambridge,"0 LEIGHTON ST, Cambridge, MA",42.369909,-71.074178
2018-06992,2018-10-02T11:18:00Z,Hit and Run,Peabody,"1700 MASSACHUSETTS AVE, Cambridge, MA",42.383213,-71.119862
2018-07000,2018-10-02T16:28:00Z,Shoplifting,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2018-07002,2018-10-02T19:29:00Z,Forgery,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2018-07004,2018-10-02T20:12:00Z,Auto Theft,Area 4,"200 BROADWAY, Cambridge, MA",42.36589,-71.092986
2018-07009,2018-10-03T09:23:00Z,Extortion/Blackmail,Inman/Harrington,"100 TREMONT ST, Cambridge, MA",42.373178,-71.096895
2018-07017,2018-10-03T14:26:00Z,Flim Flam,East Cambridge,"100 Cambridge Pky, Cambridge, MA",42.36689,-71.074067
2018-07019,2018-10-03T15:28:00Z,Shoplifting,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2018-07030,2018-10-03T21:46:00Z,Drugs,Inman/Harrington,"Broadway & Hampshire St, Cambridge, MA",38.611638,-78.794953
2018-07041,2018-10-04T11:24:00Z,Rec. Stol. Property,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2018-07056,2018-10-04T20:15:00Z,Forgery,Area 4,"300 WINDSOR ST, Cambridge, MA",42.367938,-71.094882
2019-02405,2019-04-12T17:29:00Z,Indecent Exposure,Cambridgeport,"0 CENTRAL SQ, Cambridge, MA",42.365029,-71.10456
2019-02410,2019-04-12T20:26:00Z,Aggravated Assault,Cambridgeport,"600 Massachusetts Ave, Cambridge, MA",42.364679,-71.103382
2019-02422,2019-04-13T14:47:00Z,Hit and Run,Highlands,"200 Alewife Brook Pky, Cambridge, MA",42.389009,-71.141623
2019-02423,2019-04-13T14:25:00Z,Forgery,North Cambridge,"200 HARVEY ST, Cambridge, MA",42.397336,-71.136376
2019-02441,2019-04-14T07:49:00Z,Housebreak,Peabody,"0 CONCORD AVE, Cambridge, MA",42.377648,-71.122836
2019-02250,2019-04-06T12:59:00Z,Drinking in Public,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2019-02257,2019-04-06T16:39:00Z,Hit and Run,Highlands,"100 FAWCETT ST, Cambridge, MA",42.392884,-71.146214
2019-02278,2019-04-07T11:50:00Z,Larceny from Building,West Cambridge,"300 Mount Auburn St, Cambridge, MA",42.373903,-71.134238
2019-02279,2019-04-07T12:32:00Z,Larceny from Building,West Cambridge,"300 Mount Auburn St, Cambridge, MA",42.373903,-71.134238
2019-02316,2019-04-09T10:57:00Z,Forgery,East Cambridge,"100 SIXTH ST, Cambridge, MA",42.368217,-71.085398
2019-02320,2019-04-09T13:30:00Z,Mal. Dest. Property,Highlands,"700 CONCORD AVE, Cambridge, MA",42.390031,-71.151462
2019-02333,2019-04-10T11:03:00Z,Warrant Arrest,Highlands,"200 Alewife Brook Pky, Cambridge, MA",42.389009,-71.141623
2019-02341,2019-04-10T15:42:00Z,Larceny of Bicycle,East Cambridge,"CAMBRIDGE ST & LAMBERT ST, Cambridge, MA",44.786488,-79.922467
2019-02358,2019-04-11T04:54:00Z,Warrant Arrest,Highlands,"100 WHEELER ST, Cambridge, MA",42.390432,-71.143983
2019-02365,2019-04-11T12:02:00Z,Shoplifting,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2019-02378,2019-04-11T23:07:00Z,Housebreak,East Cambridge,"500 CAMBRIDGE ST, Cambridge, MA",42.371423,-71.084585
2019-02387,2019-04-12T10:17:00Z,Larceny from Building,East Cambridge,"100 BINNEY ST, Cambridge, MA",42.365136,-71.080737
2019-02816,2019-04-28T02:03:00Z,Simple Assault,Cambridgeport,"500 MASSACHUSETTS AVE, Cambridge, MA",42.363967,-71.101705
2019-02820,2019-04-28T11:00:00Z,Larceny of Bicycle,Area 4,"300 TECHNOLOGY SQ, Cambridge, MA",42.363419,-71.091518
2019-02830,2019-04-28T21:26:00Z,Mal. Dest. Property,Strawberry Hill,"0 FRESH POND PL, Cambridge, MA",42.379781,-71.152774
2019-02835,2019-04-28T23:29:00Z,Warrant Arrest,North Cambridge,"400 RINDGE AVE, Cambridge, MA",42.393076,-71.13989
2019-02843,2019-04-29T15:20:00Z,Drugs,Cambridgeport,"MASSACHUSETTS AVE & WESTERN AVE, Cambridge, MA",44.663074,-63.611624
2019-02845,2019-04-29T16:05:00Z,Flim Flam,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2019-02847,2019-04-29T15:53:00Z,Shoplifting,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2019-02848,2019-04-29T16:30:00Z,Threats,East Cambridge,"100 Cushing St, Cambridge, MA",42.377462,-71.152214
2019-02863,2019-04-30T01:42:00Z,Accident,North Cambridge,"HARVEY ST & MONTGOMERY ST, Cambridge, MA",49.22253,-122.902245
2019-02891,2019-05-01T09:44:00Z,Hit and Run,West Cambridge,"300 Mount Auburn St, Cambridge, MA",42.373903,-71.134238
2019-02893,2019-05-01T11:20:00Z,Drugs,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2019-02894,2019-05-01T13:41:00Z,Forgery,Cambridgeport,"600 Massachusetts Ave, Cambridge, MA",42.364679,-71.103382
2019-02910,2019-05-02T10:06:00Z,Larceny from MV,East Cambridge,"200 THORNDIKE ST, Cambridge, MA",42.370373,-71.087311
2019-02927,2019-05-02T18:02:00Z,Shoplifting,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2019-02931,2019-05-03T00:50:00Z,Admin Error,Cambridgeport,"MASSACHUSETTS AVE & PEARL ST, Cambridge, MA",44.663074,-63.611624
2019-02939,2019-05-03T11:44:00Z,Drinking in Public,Cambridgeport,"MASSACHUSETTS AVE & WESTERN AVE, Cambridge, MA",44.663074,-63.611624
2018-07062,2018-10-04T21:27:00Z,Larceny from MV,Riverside,"300 FRANKLIN ST, Cambridge, MA",42.364913,-71.106252
2018-07065,2018-10-04T22:45:00Z,Hit and Run,Cambridgeport,"100 SIDNEY ST, Cambridge, MA",42.359872,-71.102648
2018-07072,2018-10-05T03:55:00Z,Disorderly,Area 4,"0 MARKET ST, Cambridge, MA",42.366566,-71.093752
2018-07081,2018-10-05T08:59:00Z,Forgery,Area 4,"300 WINDSOR ST, Cambridge, MA",42.367938,-71.094882
2018-07087,2018-10-05T12:26:00Z,Aggravated Assault,Inman/Harrington,"1000 CAMBRIDGE ST, Cambridge, MA",42.372661,-71.09358
2018-07091,2018-10-05T15:37:00Z,Missing Person,Area 4,"200 WASHINGTON ST, Cambridge, MA",42.364587,-71.095905
2018-07092,2018-10-05T16:04:00Z,Hit and Run,Peabody,"100 SHERMAN ST, Cambridge, MA",42.389049,-71.132445
2018-07093,2018-10-05T17:54:00Z,Larceny from Residence,East Cambridge,"0 CHILD ST, Cambridge, MA",42.371434,-71.072085
2018-07101,2018-10-05T22:01:00Z,Street Robbery,Peabody,"200 GARDEN ST, Cambridge, MA",42.385851,-71.133449
2018-07107,2018-10-06T05:37:00Z,Accident,Inman/Harrington,"COLUMBIA ST & HAMPSHIRE ST, Cambridge, MA",-30.79294,121.49355
2018-07113,2018-10-06T14:43:00Z,Warrant Arrest,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2019-01763,2019-03-18T09:20:00Z,Larceny from Building,Agassiz,"1800 MASSACHUSETTS AVE, Cambridge, MA",42.386578,-71.119476
2019-01774,2019-03-18T14:51:00Z,Forgery,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2019-01776,2019-03-18T15:37:00Z,Larceny from Building,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
